datetime,shipid,lon,lat,heading,course,speed,shiptype,destination
2020-03-01T09:32:55Z,3d865ed1-922f-4b1f-91f7-a4639ea02957,23.502005,37.82353666666667,286,285.3,10.6,81,AG.THEODOROI
2020-03-01T18:49:33Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.611,37.958333333333336,,,0,80,KERATSINI      
2020-03-01T12:40:55Z,e979ac5d-365b-4fa9-84e2-b6753ebc3089,23.505184999999997,38.033699999999996,355,354.3,5.8,52,PIRAEUS
2020-03-01T08:19:25Z,59a617ae-1b57-4415-a543-7702d8a46502,23.550081666666664,37.923363333333334,115,310.8,0.1,80,PERAMA
2020-03-01T18:02:58Z,bd0c62e2-3510-4abc-bfd2-b01b3dda2057,23.606693333333332,37.94941666666667,,0,0,52,PIRAEUS
2020-03-01T10:47:42Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.635081666666668,37.943599999999996,217,146.9,0,69,PIRAEUS
2020-03-01T18:30:12Z,75c42da3-6653-4f53-84fd-052954c3aada,23.115068333333333,37.897445,100,100.6,9.6,,
2020-03-01T09:26:52Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.66884,37.939006666666664,,213,0,37,PIRAEUS
2020-03-01T10:43:50Z,fb3b899a-5a70-4542-8527-682dffa485c9,23.670163333333335,37.940756666666665,,,0.6,0,
2020-03-01T21:16:59Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550883333333335,37.952996666666664,,,0,40,SALAMINA
2020-03-01T08:49:00Z,d467aaae-69f0-4c51-a743-7563e6c5839f,23.556766666666665,37.96031666666667,207,212,0,52,PIRAEUS
2020-03-01T11:49:04Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603816666666667,37.95648333333334,,294,0,52,PIREUS 
2020-03-01T03:20:39Z,9c6364f5-73bf-4374-9d6a-a1b324c379e6,23.63745,37.94178333333333,168,324.1,1,60,GRPIR
2020-03-01T02:36:09Z,0026f88e-371d-45f2-ae72-557225333f01,23.555981666666664,37.96380833333333,,47.5,0,60,PALOUKIA-PERAMA
2020-03-01T11:31:22Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668619999999997,37.938856666666666,297,0.1,0,37,AEGEAN SEA
2020-03-01T16:09:00Z,fb3b899a-5a70-4542-8527-682dffa485c9,23.67015,37.940736666666666,,,1.6,0,
2020-03-01T09:32:54Z,48c84af5-897a-4fc1-8523-c5e3ab9e363f,23.522841666666668,37.85698,,211,6.9,80,
2020-03-01T12:30:08Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.583156666666664,37.95287833333334,94,267.2,0,80,PERAMA
2020-03-01T10:34:55Z,09479132-e993-44c0-b479-8cdf8152087b,23.566821666666666,37.96120333333333,8,,0,69,PERAMA    
2020-03-01T14:05:33Z,dce44b8c-6c82-418a-8974-8b5df3393651,23.647786666666665,37.93293666666667,,295.8,0,37,PATRAS
2020-03-01T01:04:13Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681778333333334,37.932916666666664,249,226,0.1,37,FLOISVOS
2020-03-01T08:04:21Z,fde3110a-d1bc-4f8f-b670-09fa5b1430d2,23.606116666666665,37.9579,,259.3,7.2,52,PIRAEUS
2020-03-01T15:49:24Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681553333333333,37.929535,32,,,37,
2020-03-01T03:28:55Z,cf1afa3e-cb85-4189-98a1-d7032ff40dfc,23.581455000000002,37.90976333333333,1,201.4,0.5,71,FRFOS=>GRPIR
2020-03-01T11:58:59Z,27f7f0bb-ee15-48dd-b7af-be60a282129a,23.6797,37.9335,,339.7,0,37,FLISVOS
2020-03-01T02:44:19Z,d467aaae-69f0-4c51-a743-7563e6c5839f,23.613049999999998,37.9587,350,340,0,52,PIRAEUS
2020-03-01T03:41:39Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684095,37.932293333333334,,,0,37,
2020-02-29T23:35:03Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.680128333333336,37.93166166666666,,218.5,0,37,MYKONOS
2020-03-01T06:17:45Z,94751f6e-79e7-48a2-a9a5-e5b609f617c8,23.50663666666667,38.03638,181,327,0,52,ELEFSIS
2020-03-01T08:50:04Z,5c771c66-3d0e-46c4-b0c6-ce2471a43459,23.647479999999998,37.937575,,0.6,0,0,
2020-03-01T17:56:48Z,cf373304-9962-40e5-9872-f76cec9ff501,23.55091666666667,37.95305666666666,,,0.1,40,SALAMINA
2020-03-01T07:38:44Z,5088b84d-d813-4bb6-bfbb-96edb5a4f775,23.6088,37.93021666666667,162,156,8.5,74,BGBOJ
2020-03-01T06:49:24Z,d4189290-a565-4f76-9a88-f7dc2174b186,23.60258,37.949841666666664,,41.6,0,69,NEO MOLO DRAPETSONA
2020-03-01T14:49:24Z,a25793b6-45c2-4b9f-8886-8223f54da7a1,23.57763,37.952915,,287,10.1,52,KERATSINI  
2020-02-29T23:58:37Z,b32dfbd3-6feb-4620-8aab-fa84e7a1806c,23.548245,37.951206666666664,,0,0,52,KAFIREAS.CABLE GUARD
2020-03-01T04:49:34Z,a295a927-6562-4188-885b-31f86cda126d,23.683885,37.92861333333334,,219.7,0,90,AEGEAN SEA
2020-03-01T18:34:59Z,27f7f0bb-ee15-48dd-b7af-be60a282129a,23.679716666666664,37.933483333333335,,129.2,0,37,FLISVOS
2020-02-29T23:02:42Z,10807db4-2c77-4a7a-a418-0af8f0d672d8,23.537416666666665,37.8566,31,0,0,70,GRPIR
2020-03-01T12:10:48Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.583070000000003,37.95293,94,267.2,0,80,PERAMA
2020-03-01T08:04:10Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.681896666666667,37.93273666666666,,245.5,0,37,
2020-03-01T08:37:35Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.68151333333333,37.929653333333334,32,,,37,
2020-03-01T01:43:07Z,d96afda8-0c78-4316-9ffa-c0d6940c8d8b,23.555368333333334,37.925533333333334,313,10.8,0,80,PERIOXI
2020-03-01T04:24:02Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.62447,37.94104,151,319.6,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T16:58:26Z,bc965f0f-935e-443d-ae1a-6c7267b820a4,23.597155,37.94942833333334,185,188.3,5.3,70,GRPIR
2020-03-01T19:52:47Z,d96afda8-0c78-4316-9ffa-c0d6940c8d8b,23.555465,37.92641666666667,254,20.2,0,80,PERIOXI
2020-03-01T00:25:48Z,8a28060e-8c2b-4cc8-92db-8df4e244685e,23.550515,37.9551,8,61.5,0,90,
2020-03-01T13:23:58Z,c95556fb-dd75-4b6a-9e47-0f9bd7cfb71c,23.555653333333332,37.959801666666664,,0,0,60,GR PIRAEUS
2020-03-01T03:43:06Z,5a5be525-e281-4fd3-b4fc-8df0391e4be1,23.593585,37.91571333333333,,135.3,0.2,80,ELEFSINA
2020-03-01T04:08:15Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.682405000000003,37.931918333333336,,0,0,37,FLISVOS
2020-03-01T19:54:39Z,9f69c6d8-4589-4a73-b6ec-340bc7f21589,23.588716666666667,37.95555,348,280.6,0,70,LY MRA
2020-03-01T17:57:26Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.587141666666664,37.91011666666667,34,243.9,0.1,70,PIRAEUS
2020-03-01T09:57:25Z,2df9bed1-7474-4327-96e5-41d770d44220,23.614976666666667,37.944851666666665,,276.8,0.1,80,
2020-03-01T02:23:59Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.640296666666664,37.946958333333335,263,263,0,69,THI-NAXO-PARO-PIR
2020-03-01T21:04:56Z,0bab9461-e3d0-4b11-a54b-82a22802ed85,23.530116666666668,37.9654,,94.7,0.1,60,PALOUKIA-PERAMA   
2020-03-01T12:06:49Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550851666666667,37.95296333333333,,,0,40,SALAMINA
2020-03-01T10:21:56Z,5b401cda-c02b-4ba7-b3a0-0fe4ee4a2857,23.604866666666666,37.931900000000006,330,330,13.5,70,PIRAEUS
2020-03-01T05:24:54Z,1c46a91b-90ac-4a5e-85bc-461e446ea042,23.682705,37.93094,212,16.9,0,60,ARG/KOS
2020-03-01T07:02:48Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550888333333333,37.95296333333333,,,0,40,SALAMINA
2020-03-01T03:00:50Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.64028,37.946958333333335,263,263,0,69,THI-NAXO-PARO-PIR
2020-03-01T12:52:41Z,fde3110a-d1bc-4f8f-b670-09fa5b1430d2,23.61093333333333,37.95718333333333,,107.7,0,52,PIRAEUS
2020-03-01T15:38:22Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.668848333333337,37.93902666666667,,227.9,0,37,PIRAEUS
2020-03-01T21:45:50Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.65035,37.931731666666664,329,85,0.1,37,TREZONIA
2020-03-01T20:26:34Z,1fe00389-be92-4281-bc0e-7d8e2fb7fe06,23.603926666666666,37.95629833333333,,95.5,0,0,PIREUS
2020-02-29T23:31:09Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.68189,37.932775,,217,0,37,
2020-03-01T18:03:03Z,1c46a91b-90ac-4a5e-85bc-461e446ea042,23.682708333333334,37.93091666666667,212,16.9,0,60,ARG/KOS
2020-03-01T01:46:52Z,6c9c58fc-a582-485d-9583-a46365e8bda7,23.547166666666666,37.866499999999995,,,0,80,KERATSINI      
2020-02-29T23:18:28Z,8a28060e-8c2b-4cc8-92db-8df4e244685e,23.55052166666667,37.955155,9,61.5,0,90,
2020-03-01T09:43:00Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.650343333333335,37.931718333333336,329,32,0.1,37,TREZONIA
2020-03-01T11:12:01Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668611666666667,37.93884333333333,297,0.1,0,37,AEGEAN SEA
2020-03-01T11:14:33Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668615,37.93978166666667,,,0,36,
2020-03-01T12:36:12Z,f684ee0d-4ef2-406b-85fe-4bca34acedb1,23.68015666666667,37.93165,,219.3,0,37,MYKONOS
2020-03-01T07:55:21Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.624478333333332,37.94102833333333,151,183.9,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T02:16:27Z,d96afda8-0c78-4316-9ffa-c0d6940c8d8b,23.555266666666668,37.92551666666667,327,345.9,0.1,80,PERIOXI
2020-03-01T13:29:53Z,c3d4253f-a28b-4199-9ac2-bf48d0922df5,23.68309,37.92899,29,239.8,0,37,AEGEAN SEA
2020-03-01T19:55:25Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681538333333332,37.929611666666666,32,101,0,37,
2020-03-01T09:13:25Z,c5ec1dac-7a55-4351-ae1f-557a63123187,23.599931666666667,37.957295,35,304.6,0,79,PIRAEUS
2020-03-01T12:57:48Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,210,355,0.1,37,FLISVOS
2020-03-01T18:14:29Z,bd0c62e2-3510-4abc-bfd2-b01b3dda2057,23.606673333333333,37.94943166666667,,0,0,52,PIRAEUS
2020-03-01T20:28:39Z,f42d8a0c-3fc6-49a3-91dc-cc6c98348cb5,23.650391666666668,37.93183,,200,0,37,SEF
2020-03-01T10:22:30Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550875,37.95295,,,0,40,SALAMINA
2020-03-01T07:21:42Z,15189c25-f797-4451-98f1-f0a894965073,23.6016,37.950050000000005,355,,0,1,M PIRAES      
2020-03-01T05:22:21Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.635048333333334,37.94361833333333,217,321.8,0,69,PIRAEUS
2020-03-01T09:29:46Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.631919999999997,37.84022,171,170.2,18.9,1,P-A-K-K-N-T-S-R-M
2020-03-01T19:28:20Z,770952c6-b74e-4f7f-92be-64d2bbbfd61c,23.639673333333334,37.94044333333333,58,171.6,0,40,PIR-ARGOSARONIKO-PIR
2020-03-01T19:28:15Z,076431cc-5ae5-4a0f-a46c-726b56443ca5,23.683806666666666,37.92876666666667,23,248.2,0,37,PROVA
2020-03-01T06:05:00Z,c9cea3a0-1d1f-4756-984d-de284811a611,23.594283333333333,37.958009999999994,166,321.2,0.5,71,PIRAEUS
2020-03-01T19:48:46Z,1f79d3be-e826-4382-aac9-ca03fecf3a0f,23.63998333333333,37.942616666666666,,0,0,60,PIREAS
2020-03-01T19:22:07Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,211,35,0,37,FLISVOS
2020-03-01T11:29:29Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.583066666666664,37.952905,94,267.2,0.1,80,PERAMA
2020-03-01T10:33:45Z,8e1f8a76-edde-4b96-92f6-95def88d4d93,23.596451666666667,37.847743333333334,286,285.7,11.6,70,GR SKG > GR PIR
2020-03-01T04:11:50Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.64028,37.946940000000005,263,263,0,69,PIR-PAR-NAX-IO-THI
2020-03-01T07:52:05Z,1b47b82f-cebf-4ea8-91a9-f890ecf30f1c,23.603833333333334,37.956516666666666,,208,0,52,PIREUS 
2020-03-01T15:32:19Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.684071666666668,37.93228833333333,,,0,37,
2020-03-01T06:35:27Z,c95556fb-dd75-4b6a-9e47-0f9bd7cfb71c,23.555656666666668,37.95978,,0,0,60,GR PIRAEUS
2020-03-01T06:22:11Z,770952c6-b74e-4f7f-92be-64d2bbbfd61c,23.639685,37.940535,60,336.6,0,40,PIR-ARGOSARONIKO-PIR
2020-03-01T07:18:11Z,ada3303a-8831-40cd-90de-7aa0bba18146,23.606778333333335,37.94929166666667,,262.7,0,0,PIRAEUS 
2020-03-01T12:47:17Z,47df59b5-6fcf-468c-aeca-266ec7dc27ae,23.57742,37.94241666666667,207,207.4,4.8,52,PERAMA
2020-03-01T01:34:37Z,94751f6e-79e7-48a2-a9a5-e5b609f617c8,23.506618333333332,38.036411666666666,181,132,0,52,ELEFSIS
2020-03-01T18:34:42Z,1f79d3be-e826-4382-aac9-ca03fecf3a0f,23.640083333333333,37.94251666666666,,181,0.2,60,PIREAS
2020-03-01T11:20:01Z,420bed91-8df8-4af8-9754-3df1d1c105b0,23.576766666666668,37.86735,74,300,0.3,74,GRPIR
2020-03-01T21:13:33Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668625000000002,37.93884333333333,296,0.1,0,37,AEGEAN SEA
2020-03-01T02:58:52Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668636666666664,37.93975833333333,,,0,36,
2020-03-01T05:22:25Z,1a3a06e9-d5f0-4781-9093-82849dbae654,23.591618333333333,37.948525000000004,106,105.3,7,71,EGALY
2020-03-01T14:51:15Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681778333333334,37.932915,249,326,0.1,37,FLOISVOS
2020-03-01T02:13:48Z,cf373304-9962-40e5-9872-f76cec9ff501,23.550900000000002,37.95299333333333,,,0,40,SALAMINA
2020-03-01T13:27:29Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.68406666666667,37.93226333333334,,,0,37,
2020-03-01T13:25:33Z,75102dfe-5674-49b0-89ed-ec491d679e8c,23.533036666666664,37.96053833333334,,127.4,5.2,99,PALOUKIA_PERAMA 
2020-03-01T03:09:20Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.65035333333333,37.93172333333334,329,253,0.1,37,TREZONIA
2020-03-01T09:44:45Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.554253333333335,37.879554999999996,227,103,0,70,PIRAEUS
2020-03-01T04:33:09Z,e4ea885e-afe7-4510-8ada-8771980ce720,23.61265,37.92062333333333,170,171.4,10.9,70,GRPIR>EGPSD
2020-03-01T03:58:29Z,a1622817-1136-408d-a4e3-d29128d0110d,23.595523333333333,37.95482333333334,329,117.7,2.2,70,GRPIR>MTMAR
2020-03-01T12:22:01Z,420bed91-8df8-4af8-9754-3df1d1c105b0,23.5748,37.91133333333333,0,269,0.3,74,GRPIR
2020-03-01T00:57:55Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.68147,37.92963833333333,32,,,37,
2020-03-01T04:37:07Z,89bc8c00-30ac-46f0-a169-9828b59b27c1,23.582215,37.95279666666667,,,0,52,PERAMA 
2020-03-01T03:13:09Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.65035333333333,37.931720000000006,329,33,0.1,37,TREZONIA
2020-03-01T19:05:49Z,92afafa5-e200-4c38-befc-8e59cceaa5ed,23.648666666666667,37.933,138,118,0.1,37,MARINA ZEAS       
2020-03-01T07:09:12Z,e8dd3705-444c-418e-a82d-ea6ee1a01259,23.530485,37.96584166666666,,189.9,0,60,PALOUKIA-PERAMA
2020-02-29T22:29:43Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668645,37.93977833333334,,,0,36,
2020-03-01T15:56:49Z,2861d638-035e-4ff5-ad81-840c0a9691c0,23.530649999999998,37.96575,,,0,71,SALAMINA
2020-03-01T13:25:39Z,e304b05f-1f6b-4a88-86f1-2ff8fd7fbcbb,23.529716666666666,37.84433333333333,,44.5,32.6,40,ARGOSARONIKOS
2020-03-01T17:18:41Z,4948e231-d715-4904-b88b-c7d59e19e3c6,23.606658333333332,37.94950166666667,,259.2,0.1,52,PIRAEUS
2020-03-01T04:39:59Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.58306333333333,37.95296833333334,94,267.2,0.1,80,PERAMA
2020-03-01T06:21:52Z,e8dd3705-444c-418e-a82d-ea6ee1a01259,23.5559,37.96382666666667,,135.2,0.1,60,PALOUKIA-PERAMA
2020-03-01T05:33:13Z,cd385f56-d991-4779-8090-50e94605d9f6,23.580316666666665,37.94927166666666,344,343.4,4.8,70,GR PIR
2020-03-01T02:49:47Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.60973166666667,37.957660000000004,,0,0,52,ORDERS
2020-03-01T10:47:44Z,c3a54263-5780-4c47-99bd-cd86a1951aa9,23.541156666666666,37.959588333333336,,267.7,5.6,60,PALOUKIA/PERAMA<<
2020-03-01T04:45:04Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681536666666666,37.92963666666667,32,,,37,
2020-03-01T05:25:27Z,bd0c62e2-3510-4abc-bfd2-b01b3dda2057,23.599428333333332,37.94913833333333,,0,0,52,PIRAEUS
2020-03-01T15:59:44Z,1fe00389-be92-4281-bc0e-7d8e2fb7fe06,23.603935,37.95630833333333,,95.5,0,0,PIREUS
2020-03-01T06:53:40Z,9c6364f5-73bf-4374-9d6a-a1b324c379e6,23.636883333333333,37.9458,177,266.5,0,60,GRHER
2020-03-01T21:56:00Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.650356666666667,37.931738333333335,329,203,0.1,37,TREZONIA
2020-03-01T09:41:00Z,9c6364f5-73bf-4374-9d6a-a1b324c379e6,23.63685,37.9458,177,86.5,0,60,GRHER
2020-03-01T20:50:49Z,0ca387b7-27dd-483f-bc81-cd1577a251c3,23.55607,37.863839999999996,218,218.9,10,80,AG THEODOROI
2020-03-01T08:31:11Z,fde3110a-d1bc-4f8f-b670-09fa5b1430d2,23.57875,37.94383333333334,,346.6,0,52,PIRAEUS
2020-03-01T11:41:45Z,8c0825be-2cab-40c7-8f7a-09a44c32a9f3,23.524031666666666,37.84096,,227.4,14.3,60,ARGOSARONIKOS
2020-03-01T02:54:59Z,b7411b85-c043-4f65-8cf8-a1ea4d40872e,23.68411166666667,37.93225666666667,,,0,37,
2020-03-01T13:02:30Z,64534cdf-15d9-4b16-99f2-b9d8de5afb6e,23.650363333333335,37.93171666666667,329,160,0.3,37,TREZONIA
2020-03-01T10:56:12Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668619999999997,37.93884666666667,296,0.1,0,37,AEGEAN SEA
2020-03-01T09:57:18Z,cedbd054-208f-4059-85cf-356e66771ff6,23.529533333333333,37.96521666666667,,81.7,0,60,PALUKIA-PERAMA  
2020-03-01T07:05:48Z,0b0d795d-f3d2-499d-b734-d4310e3a4c22,23.683,37.931000000000004,211,149,0,37,FLISVOS
2020-03-01T08:43:53Z,ada3303a-8831-40cd-90de-7aa0bba18146,23.597428333333333,37.951186666666665,,261.1,7.5,99,PIRAEUS 
2020-03-01T00:40:04Z,076431cc-5ae5-4a0f-a46c-726b56443ca5,23.683821666666667,37.928760000000004,23,248.2,0,37,PROVA
2020-03-01T15:53:01Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.66884333333333,37.93902333333333,,238.1,0,37,PIRAEUS
2020-03-01T03:00:27Z,6cf361f0-c551-4c8a-8922-3d11b7ae4b95,23.574266666666666,37.9596,,342,0,52,PERAMA
2020-03-01T15:50:05Z,18ee54dc-c4e0-4c52-ba37-9cb4b70cbf7f,23.68240666666667,37.931918333333336,,0,0,37,FLISVOS
2020-03-01T14:16:42Z,63288989-fa11-47b8-a2f0-c3b215b15ead,23.635071666666665,37.94359833333333,217,120.4,0,69,PIRAEUS
2020-03-01T07:06:18Z,a384dea1-14a5-4a11-bc1b-6a59f49e42ec,23.569979999999997,37.955335,343,345,0.1,80,PIRAEUS
2020-03-01T14:51:26Z,2e107f6c-ffa5-4142-8b47-27d184b0e2cd,23.553056666666667,37.88006666666667,179,264.4,0.3,70,PIRAEUS
2020-02-29T22:04:56Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.699048333333334,37.78841833333333,334,332.3,24.8,69,PIR-PAR-NAX-THI
2020-03-01T17:22:42Z,f4c04d88-6486-4162-8410-20a999fbf7f9,23.555799999999998,37.96371666666666,,,0,60,PALOUKIA-PERAMA    
2020-03-01T19:28:25Z,2df9bed1-7474-4327-96e5-41d770d44220,23.614946666666665,37.944804999999995,,140.4,0.1,80,
2020-03-01T06:12:43Z,86dbf2ec-a3df-462a-9343-7e78adbd43da,23.60437,37.950003333333335,,0,0,62,PIRAEUS
2020-03-01T16:45:34Z,6355d97e-0c5e-4ff0-95d7-02c7061677c5,23.566488333333332,37.96098666666667,185,352.8,0.1,37,PERAMA
2020-03-01T06:23:52Z,5b2f778f-8d36-40c8-a397-aa811dcba824,23.624480000000002,37.941023333333334,151,323.1,0,1,M-R-S-T-N-K-K-L-P
2020-03-01T20:29:41Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.681906666666666,37.93277,,289.5,0,37,
2020-03-01T20:20:47Z,a384dea1-14a5-4a11-bc1b-6a59f49e42ec,23.570388333333334,37.955349999999996,12,328,0.1,80,PIRAEUS
2020-03-01T11:37:21Z,50ee2bf4-a35b-459b-86ce-a687f5d0085e,23.668848333333337,37.939013333333335,,348.3,0,37,PIRAEUS
2020-03-01T21:29:01Z,18a10fab-f282-4455-a3c6-15b2c405d581,23.612270000000002,37.957845,,37,0,30,
2020-03-01T14:06:33Z,1fe00389-be92-4281-bc0e-7d8e2fb7fe06,23.603920000000002,37.956273333333336,,95.5,0,0,PIREUS
2020-03-01T20:15:04Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681625,37.929610000000004,32,,,37,
2020-02-29T22:08:31Z,10807db4-2c77-4a7a-a418-0af8f0d672d8,23.537399999999998,37.85681666666667,46,0,0,70,GRPIR
2020-03-01T19:57:17Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.653560000000002,37.86160333333333,336,334.8,25,69,PIR-PAR-NAX-IO-THI
2020-03-01T13:51:43Z,a25793b6-45c2-4b9f-8886-8223f54da7a1,23.608946666666668,37.955358333333336,,,0,52,KERATSINI  
2020-03-01T18:53:30Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.681848333333335,37.93277333333333,,301.4,0,37,
2020-03-01T08:43:43Z,b32dfbd3-6feb-4620-8aab-fa84e7a1806c,23.548213333333333,37.95118333333333,,0,0,52,KAFIREAS.CABLE GUARD
2020-03-01T14:18:03Z,642d0bd7-519c-42d5-a294-215d889da3d1,23.547406666666667,37.91516166666667,172,15.5,0,80,PERIOCHI
2020-03-01T11:09:35Z,85acb58c-b7fc-4b6c-8665-26716e90b456,23.681776666666668,37.932915,249,169,0,37,FLOISVOS
2020-03-01T09:23:37Z,94751f6e-79e7-48a2-a9a5-e5b609f617c8,23.506616666666666,38.036413333333336,180,170,0,52,ELEFSIS
2020-03-01T14:14:24Z,1fe00389-be92-4281-bc0e-7d8e2fb7fe06,23.60393,37.95626166666667,,95.5,0,0,PIREUS
2020-03-01T01:04:20Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668633333333332,37.938856666666666,296,0.1,0,37,AEGEAN SEA
2020-03-01T03:26:47Z,cd2ac510-7359-48cc-9fcf-8f0344901460,23.528661666666668,38.034531666666666,,0.1,0,80,ELEFSINA
2020-03-01T18:49:47Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.60618,37.95805166666666,,270,4.8,52,ORDERS
2020-03-01T13:43:10Z,bc811245-96e5-4e09-8352-99ad2c6bcee6,23.64043333333333,37.946850000000005,259,142,0,60,SR PR NX HR SC KU KT
2020-03-01T01:21:45Z,d4189290-a565-4f76-9a88-f7dc2174b186,23.60262833333333,37.949870000000004,,328.6,0,69,NEO MOLO DRAPETSONA
2020-03-01T21:32:02Z,952f6eb8-dbab-4ce2-93e6-41ba414fad7f,23.59518166666667,37.95636666666667,,48,0,81,KERATSINI
2020-03-01T14:43:50Z,947225f9-53b7-490a-a20c-ebaae7f0e379,23.681868333333334,37.932768333333335,,218.5,0,37,
2020-03-01T18:25:54Z,bc9adc24-0fb4-4cbd-b5a4-5f7b3b500252,23.681508333333333,37.92963833333333,32,195,0,37,
2020-03-01T18:15:54Z,86dbf2ec-a3df-462a-9343-7e78adbd43da,23.604401666666668,37.94998666666667,,0,0,62,PIRAEUS
2020-03-01T03:16:16Z,7f5c8994-30f4-4c69-8f54-4ae65a004ca9,23.609176666666666,37.95545833333333,,121,0,52,PIRAEUS
2020-03-01T09:18:11Z,4948e231-d715-4904-b88b-c7d59e19e3c6,23.535566666666668,37.96701666666667,,18,9.3,52,PIRAEUS
2020-03-01T00:52:55Z,2df9bed1-7474-4327-96e5-41d770d44220,23.614995,37.94479333333334,,166.9,0,80,
2020-03-01T01:06:59Z,2065b08a-e420-4e8a-9f8d-ef1f621a597e,23.64028,37.946958333333335,263,263,0,69,THI-NAXO-PARO-PIR
2020-03-01T05:14:13Z,df0fd6f7-2a46-4ff3-a2b3-278b5019f298,23.668631666666666,37.939771666666665,,,0,36,
2020-03-01T18:52:35Z,059d422b-9da1-4be4-836b-dca71e44ff24,23.565006666666665,37.937326666666664,,333.1,0.6,80,PERIOXH
2020-03-01T00:45:41Z,15189c25-f797-4451-98f1-f0a894965073,23.601616666666665,37.95001666666667,354,,0,1,M PIRAES      
2020-03-01T11:41:01Z,8a0905aa-1306-46ce-9b89-54419f390960,23.69879166666667,37.914386666666665,,,0,36,
2020-03-01T07:08:51Z,8b998a42-caba-4baa-81e2-2318f290906e,23.668625000000002,37.938856666666666,297,0.1,0,37,AEGEAN SEA
2020-03-01T13:57:10Z,47df59b5-6fcf-468c-aeca-266ec7dc27ae,23.60675666666667,37.953765,117,72.6,0,52,PERAMA
2020-03-01T03:02:16Z,279c62db-f4f6-4d49-9dca-11dd7cf5db21,23.6358,37.942366666666665,48,55,3,60,PIR-CH-PIR
2020-03-01T00:34:27Z,7e1e5bcf-f706-45b0-bc32-8d0326fde115,23.609741666666665,37.95766166666667,,0,0,52,ORDERS
